KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
50355216,0,,,607,289,318,72,42,30,533,245,288,335,161,174,504,234,270,499,230,269,198,84,114,99,41,58,40,15,25,2,2,0,2,0,2,252,251,79,75,48,32,11,4,2,172,144,28,21,130,3,37,35
50355218,0,,,253,121,132,43,23,20,210,98,112,136,67,69,203,94,109,202,94,108,74,31,43,41,14,27,20,4,16,2,0,2,1,0,1,86,84,11,29,20,17,4,3,0,71,57,14,15,37,1,4,9
50355219,0,,,332,148,184,52,19,33,278,129,149,211,101,110,268,126,142,263,123,140,67,28,39,31,12,19,11,3,8,1,1,0,0,0,0,136,136,34,46,26,24,4,2,0,102,96,6,16,46,5,11,13
50355223,0,,,40,23,17,9,7,2,29,15,14,20,10,10,28,15,13,27,14,13,9,5,4,1,0,1,1,0,1,0,0,0,0,0,0,15,15,4,4,2,3,2,0,0,11,10,1,3,5,0,1,2
50355224,0,,,127,65,62,11,7,4,112,55,57,63,31,32,104,51,53,102,49,53,49,24,25,23,12,11,6,2,4,1,1,0,2,1,1,47,47,11,12,11,7,5,1,0,35,26,9,0,31,0,4,8
50355225,0,,,1687,797,890,175,98,77,1506,693,813,877,416,461,1460,671,789,1434,659,775,629,277,352,322,138,184,105,36,69,5,3,2,18,6,12,697,697,192,248,112,91,33,15,6,503,406,97,39,425,8,105,129
50355226,0,,,1232,574,658,187,90,97,1018,468,550,702,329,373,977,442,535,947,425,522,316,139,177,130,49,81,36,13,23,1,0,1,18,2,16,536,535,180,168,88,64,25,7,3,349,315,34,41,224,12,84,55
50355228,0,,,477,228,249,54,23,31,418,204,214,256,128,128,401,196,205,395,192,203,162,76,86,82,35,47,24,8,16,2,1,1,0,0,0,159,158,23,47,36,31,11,5,5,134,92,42,14,100,0,14,25
50355229,0,,,469,227,242,96,45,51,373,182,191,303,155,148,356,174,182,346,168,178,70,27,43,34,11,23,14,2,12,3,0,3,1,1,0,151,151,19,38,41,32,12,3,6,132,112,20,16,47,1,9,6
50355230,2,50355240,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355231,0,,,51,24,27,6,3,3,45,21,24,27,13,14,42,19,23,42,19,23,18,8,10,9,2,7,6,2,4,1,0,1,0,0,0,15,15,0,5,5,2,1,1,1,15,10,5,1,11,0,0,1
50355232,0,,,231,107,124,27,14,13,204,93,111,114,50,64,196,90,106,191,87,104,90,43,47,32,15,17,13,4,9,1,0,1,0,0,0,74,74,15,23,9,11,6,2,8,59,36,23,4,57,0,13,12
50355233,0,,,45,22,23,2,2,0,43,20,23,23,11,12,41,19,22,40,19,21,20,9,11,7,2,5,2,0,2,0,0,0,0,0,0,15,15,2,4,3,4,2,0,0,13,8,5,0,13,0,1,2
50355234,0,,,125,68,57,17,12,5,106,55,51,84,44,40,96,50,46,94,49,45,22,11,11,9,3,6,3,0,3,0,0,0,1,0,1,49,49,14,15,8,8,2,0,2,35,31,4,4,15,0,4,4
50355235,0,,,545,289,256,84,49,35,460,239,221,305,165,140,446,231,215,437,225,212,155,74,81,75,35,40,21,7,14,4,1,3,0,0,0,183,183,34,48,39,34,15,7,6,149,111,38,24,102,2,16,24
50355236,0,,,415,184,231,64,31,33,351,153,198,212,101,111,337,147,190,332,145,187,139,52,87,98,31,67,53,12,41,9,2,7,5,0,5,144,142,45,34,19,28,11,4,1,96,77,19,14,68,1,25,12
50355237,0,,,276,130,146,36,17,19,240,113,127,142,71,71,233,108,125,227,106,121,98,42,56,45,18,27,18,5,13,0,0,0,0,0,0,92,92,19,25,20,12,5,6,5,73,48,25,8,67,0,15,15
50355238,0,,,211,94,117,27,9,18,184,85,99,108,51,57,177,81,96,174,81,93,76,34,42,42,17,25,11,6,5,1,1,0,0,0,0,79,79,17,27,14,12,6,1,2,62,51,11,6,49,1,12,16
50355239,0,,,84,38,46,8,4,4,76,34,42,46,23,23,76,34,42,74,34,40,30,11,19,19,7,12,5,1,4,0,0,0,1,0,1,30,30,6,9,5,6,3,1,0,24,19,5,3,21,0,6,6
50355240,1,,50355230,28,9,19,4,0,4,29,12,17,21,10,11,25,10,15,25,10,15,8,2,6,7,2,5,1,0,1,0,0,0,0,0,0,6,6,0,0,1,2,2,2,0,7,1,6,1,6,0,0,0
50355241,0,,,170,78,92,23,9,14,147,69,78,91,43,48,145,69,76,143,67,76,56,26,30,32,13,19,10,3,7,0,0,0,0,0,0,57,57,12,17,10,6,8,1,3,42,27,15,6,42,0,11,6
50355242,0,,,158,74,84,19,9,10,139,65,74,84,43,41,136,63,73,134,62,72,55,22,33,19,8,11,5,2,3,0,0,0,2,0,2,48,48,9,10,8,7,7,7,0,39,20,19,3,37,0,8,3
50355243,0,,,55,30,25,6,3,3,49,27,22,32,19,13,44,23,21,44,23,21,17,8,9,8,5,3,2,1,1,0,0,0,0,0,0,13,13,1,1,2,1,6,2,0,12,5,7,0,10,0,1,1
50355245,0,,,418,209,209,58,26,32,360,183,177,228,125,103,353,178,175,349,175,174,132,58,74,73,28,45,23,10,13,2,0,2,0,0,0,134,134,18,37,29,27,12,7,4,116,68,48,14,90,0,11,15
50355246,0,,,454,210,244,56,23,33,398,187,211,269,136,133,376,175,201,368,174,194,129,51,78,61,26,35,17,5,12,2,0,2,3,0,3,144,143,32,30,24,24,14,15,4,110,66,44,9,87,2,16,14
50355247,0,,,367,173,194,53,22,31,314,151,163,202,103,99,300,144,156,295,143,152,112,48,64,54,20,34,16,4,12,2,0,2,7,6,1,105,105,17,21,18,22,7,12,8,87,49,38,9,68,4,6,10
50355248,0,,,490,225,265,81,44,37,403,180,223,303,142,161,388,174,214,380,170,210,100,38,62,49,19,30,11,4,7,2,1,1,2,0,2,175,175,30,52,41,32,16,3,1,144,122,22,23,68,1,12,13
50355250,2,50355260,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355251,1,,50355252,92,45,47,10,6,4,89,42,47,55,29,26,87,40,47,86,39,47,34,13,21,17,5,12,4,0,4,0,0,0,0,0,0,29,29,5,7,7,8,4,0,1,27,13,14,2,25,0,3,3
50355252,2,50355251,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355253,1,,50355263,100,51,49,10,5,5,97,49,48,55,32,23,95,48,47,94,47,47,42,17,25,15,7,8,3,1,2,0,0,0,0,0,0,30,30,4,6,12,5,3,1,2,29,16,13,3,29,0,2,4
50355255,0,,,36,15,21,2,1,1,34,14,20,19,7,12,30,14,16,30,14,16,15,7,8,5,1,4,3,0,3,0,0,0,0,0,0,11,11,0,4,2,3,2,0,0,11,5,6,0,10,0,0,3
50355256,0,,,455,204,251,57,28,29,398,176,222,257,114,143,386,171,215,376,167,209,141,62,79,66,25,41,30,13,17,2,1,1,4,1,3,147,147,21,35,40,27,14,4,6,126,86,40,13,93,3,11,20
50355257,0,,,92,44,48,14,8,6,78,36,42,49,20,29,74,36,38,71,34,37,29,16,13,12,5,7,8,4,4,1,0,1,0,0,0,29,29,6,4,8,4,5,1,1,23,13,10,5,20,1,3,3
50355258,0,,,155,72,83,14,8,6,141,64,77,85,39,46,137,63,74,136,62,74,56,25,31,28,13,15,11,2,9,0,0,0,0,0,0,55,55,7,23,9,11,3,0,2,48,40,8,6,36,0,7,12
50355259,0,,,57,26,31,11,4,7,46,22,24,30,16,14,45,21,24,45,21,24,16,6,10,12,4,8,2,0,2,1,0,1,0,0,0,23,23,7,6,4,5,0,1,0,16,15,1,2,12,0,6,4
50355260,1,,50355250,61,28,33,5,3,2,58,26,32,33,14,19,55,25,30,54,25,29,25,12,13,9,2,7,3,0,3,0,0,0,0,0,0,21,21,3,8,5,3,1,2,0,19,14,5,1,19,0,3,4
50355263,2,50355253,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355265,0,,,133,66,67,15,5,10,118,61,57,68,39,29,114,58,56,112,57,55,50,22,28,18,6,12,9,5,4,0,0,0,0,0,0,43,43,7,12,7,9,4,3,1,36,25,11,2,32,0,5,10
50355266,0,,,423,206,217,47,24,23,376,182,194,246,123,123,362,175,187,353,169,184,130,59,71,80,38,42,25,11,14,0,0,0,7,3,4,151,151,31,45,31,21,15,6,2,120,87,33,10,85,7,10,27
50355268,0,,,70,33,37,14,9,5,56,24,32,37,17,20,53,22,31,53,22,31,19,7,12,10,2,8,1,0,1,0,0,0,0,0,0,20,20,3,7,4,1,1,0,4,17,10,7,3,15,0,2,3
50355269,0,,,331,161,170,34,13,21,297,148,149,183,97,86,284,141,143,279,138,141,114,51,63,70,30,40,18,7,11,1,0,1,0,0,0,120,120,23,33,34,15,12,1,2,97,74,23,9,78,1,17,13
50355270,0,,,48,19,29,4,1,3,44,18,26,24,12,12,43,18,25,43,18,25,20,6,14,10,2,8,5,1,4,1,1,0,0,0,0,21,21,8,6,2,3,2,0,0,13,9,4,2,14,0,7,2
50355276,0,,,136,63,73,8,6,2,128,57,71,74,37,37,125,57,68,123,57,66,54,20,34,26,8,18,10,4,6,0,0,0,0,0,0,46,46,6,13,13,8,3,3,0,40,22,18,1,37,0,5,6
50355277,0,,,28,12,16,1,1,0,27,11,16,12,3,9,27,11,16,27,11,16,15,8,7,6,2,4,2,0,2,0,0,0,0,0,0,10,10,1,5,1,2,0,1,0,9,4,5,0,10,0,1,2
50355278,1,,50355288,151,73,78,21,8,13,138,69,69,81,43,38,131,65,66,131,65,66,57,26,31,30,13,17,12,5,7,0,0,0,1,0,1,41,41,7,9,5,9,7,3,4,37,16,21,5,35,1,6,5
50355279,0,,,127,66,61,31,18,13,96,48,48,68,34,34,95,47,48,92,46,46,28,14,14,16,6,10,5,2,3,0,0,0,0,0,0,42,42,5,13,10,7,5,1,1,36,31,5,7,19,0,3,8
50355280,0,,,170,84,86,22,16,6,148,68,80,81,39,42,144,66,78,144,66,78,67,29,38,41,15,26,18,5,13,2,0,2,0,0,0,62,62,13,20,10,10,7,2,0,49,35,14,9,46,0,11,13
50355285,1,,50355295,13,8,5,0,0,0,18,9,9,11,5,6,18,9,9,16,9,7,7,4,3,3,2,1,2,1,1,0,0,0,0,0,0,6,6,4,0,2,2,0,0,0,4,3,1,0,5,0,2,0
50355288,2,50355278,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355290,0,,,36,18,18,7,2,5,29,16,13,18,12,6,28,15,13,28,15,13,11,4,7,5,1,4,2,0,2,0,0,0,4,4,0,14,14,4,4,3,1,1,1,0,10,8,2,2,7,2,0,3
50355295,2,50355285,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355300,0,,,58,28,30,7,3,4,51,25,26,37,19,18,48,23,25,47,23,24,14,6,8,5,1,4,3,1,2,1,0,1,0,0,0,19,19,3,5,5,2,2,2,0,16,13,3,1,8,0,1,1
50355301,0,,,934,464,470,111,62,49,821,401,420,541,279,262,793,385,408,785,381,404,280,122,158,134,54,80,38,15,23,2,0,2,2,0,2,402,402,109,145,84,43,17,2,2,290,262,28,30,185,10,49,68
50355302,0,,,849,409,440,154,78,76,694,330,364,509,247,262,660,311,349,647,301,346,185,83,102,90,37,53,33,13,20,1,0,1,1,1,0,312,312,59,95,74,59,13,10,2,252,219,33,43,128,5,30,31
50355303,0,,,427,214,213,43,32,11,379,180,199,261,133,128,365,173,192,358,170,188,118,47,71,51,17,34,19,4,15,0,0,0,1,0,1,149,149,19,50,42,24,6,5,3,127,97,30,7,78,0,12,19
50355304,0,,,90,43,47,3,1,2,87,42,45,49,24,25,82,41,41,80,41,39,38,18,20,19,9,10,3,2,1,0,0,0,0,0,0,32,32,4,10,11,4,2,0,1,28,22,6,1,25,0,4,6
50355305,0,,,185,83,102,21,9,12,164,74,90,103,46,57,162,74,88,161,73,88,61,28,33,36,16,20,8,6,2,0,0,0,0,0,0,73,72,14,31,11,11,4,1,0,58,51,7,7,41,0,9,17
50355306,1,,50355307,26,12,14,0,0,0,34,15,19,10,5,5,34,15,19,34,15,19,24,10,14,11,4,7,5,2,3,2,2,0,0,0,0,12,12,6,6,4,1,0,0,0,11,10,1,0,16,0,6,2
50355307,2,50355306,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355309,0,,,18,8,10,0,0,0,18,8,10,14,7,7,17,7,10,17,7,10,4,1,3,3,1,2,2,0,2,0,0,0,0,0,0,8,8,3,1,3,1,0,0,0,5,4,1,0,4,0,2,0
50355310,0,,,159,76,83,24,9,15,135,67,68,100,49,51,129,61,68,128,61,67,35,18,17,13,5,8,5,2,3,2,1,1,0,0,0,52,52,3,17,14,14,1,2,1,49,42,7,6,21,0,0,9
50355311,0,,,160,79,81,16,9,7,144,70,74,87,45,42,138,67,71,136,66,70,57,25,32,26,13,13,10,4,6,0,0,0,0,0,0,66,66,18,20,14,10,4,0,0,48,43,5,4,37,1,12,11
50355312,0,,,632,305,327,82,45,37,549,260,289,369,176,193,525,244,281,511,239,272,180,84,96,80,37,43,22,7,15,0,0,0,0,0,0,240,240,48,83,48,40,15,3,3,191,167,24,23,121,0,29,40
50355313,0,,,301,128,173,34,14,20,267,114,153,160,72,88,252,107,145,249,105,144,107,42,65,47,16,31,20,2,18,1,0,1,0,0,0,111,110,18,37,24,22,6,3,0,91,68,23,6,70,0,14,21
50355314,0,,,167,77,90,9,7,2,158,70,88,88,43,45,153,67,86,152,67,85,70,27,43,40,15,25,14,4,10,1,1,0,0,0,0,63,63,14,24,10,6,4,4,1,49,28,21,3,47,0,10,11
50355315,0,,,199,91,108,33,16,17,166,75,91,84,44,40,162,73,89,162,73,89,82,31,51,48,18,30,16,7,9,0,0,0,0,0,0,77,77,21,23,15,10,2,5,1,56,40,16,8,59,0,18,13
50355316,0,,,37,18,19,0,0,0,37,18,19,17,10,7,36,17,19,36,17,19,20,8,12,11,4,7,3,1,2,0,0,0,1,1,0,18,18,8,4,4,1,1,0,0,10,7,3,0,16,0,8,1
50355317,0,,,35,18,17,0,0,0,35,18,17,16,8,8,35,18,17,35,18,17,19,10,9,10,5,5,4,2,2,1,0,1,0,0,0,15,15,3,7,2,3,0,0,0,12,11,1,0,13,0,3,5
50355318,2,50355328,,12,3,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355319,0,,,65,31,34,3,1,2,62,30,32,45,22,23,59,28,31,59,28,31,17,8,9,13,5,8,3,1,2,1,0,1,2,0,2,35,35,17,11,3,3,1,0,0,18,16,2,0,14,0,8,3
50355320,0,,,72,30,42,4,1,3,68,29,39,43,18,25,68,29,39,68,29,39,25,11,14,14,5,9,5,3,2,1,0,1,0,0,0,24,24,3,8,3,7,2,1,0,21,11,10,2,16,0,1,4
50355321,1,,50355331,32,12,20,5,0,5,30,13,17,22,9,13,30,13,17,29,13,16,8,4,4,4,2,2,0,0,0,0,0,0,1,0,1,13,13,3,5,4,1,0,1,0,10,9,1,2,5,0,0,1
50355322,0,,,50,24,26,5,1,4,45,23,22,30,17,13,45,23,22,45,23,22,15,6,9,9,3,6,2,1,1,0,0,0,0,0,0,22,22,5,9,7,0,0,1,0,17,15,2,1,10,0,3,4
50355323,0,,,30,17,13,4,2,2,26,15,11,20,12,8,25,14,11,25,14,11,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,11,11,2,4,1,3,1,0,0,9,8,1,0,4,0,0,2
50355325,0,,,102,48,54,4,3,1,98,45,53,43,22,21,97,45,52,96,45,51,55,23,32,29,10,19,11,5,6,1,1,0,0,0,0,44,44,13,16,7,5,2,1,0,30,19,11,1,36,0,7,12
50355326,0,,,18,8,10,0,0,0,18,8,10,10,6,4,18,8,10,18,8,10,8,2,6,7,2,5,3,1,2,0,0,0,0,0,0,10,10,5,3,1,1,0,0,0,5,5,0,0,6,0,3,2
50355327,1,,50355337,49,21,28,1,1,0,54,23,31,28,15,13,51,21,30,50,20,30,26,8,18,17,5,12,11,3,8,0,0,0,1,1,0,23,23,12,4,4,3,1,1,0,13,7,6,0,21,0,11,2
50355328,1,,50355318,28,17,11,3,1,2,37,19,18,22,13,9,37,19,18,36,19,17,15,6,9,10,4,6,3,0,3,1,0,1,0,0,0,18,18,17,3,3,2,0,0,0,8,5,3,2,13,0,9,2
50355330,0,,,203,93,110,28,14,14,175,79,96,117,58,59,168,77,91,163,74,89,58,21,37,35,12,23,17,4,13,2,0,2,0,0,0,62,62,12,11,14,12,4,4,5,50,24,26,6,41,1,6,3
50355331,2,50355321,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355337,2,50355327,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355339,1,,50355349;50355359,21,10,11,0,0,0,36,14,22,18,10,8,36,14,22,36,14,22,18,4,14,14,2,12,6,1,5,1,0,1,0,0,0,13,13,14,4,2,2,0,0,0,7,4,3,0,15,0,9,1
50355340,0,,,76,39,37,4,3,1,72,36,36,38,20,18,71,35,36,68,33,35,34,16,18,17,9,8,7,5,2,0,0,0,0,0,0,27,27,4,12,2,5,2,2,0,23,17,6,0,20,0,2,7
50355344,0,,,10,5,5,0,0,0,10,5,5,6,4,2,10,5,5,10,5,5,4,1,3,2,0,2,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,2,1,0,3,0,1,0
50355345,0,,,56,27,29,3,2,1,53,25,28,23,12,11,51,25,26,50,24,26,30,13,17,15,5,10,5,0,5,1,0,1,0,0,0,28,28,10,11,5,1,1,0,0,17,14,3,0,22,0,8,5
50355349,2,50355339,,12,3,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355350,0,,,20,12,8,3,3,0,17,9,8,11,6,5,17,9,8,17,9,8,6,3,3,1,0,1,0,0,0,0,0,0,1,1,0,8,8,2,3,1,1,1,0,0,6,5,1,0,4,0,0,3
50355353,0,,,108,49,59,7,2,5,101,47,54,66,30,36,95,46,49,93,44,49,35,17,18,24,11,13,10,6,4,0,0,0,0,0,0,43,43,6,20,8,7,2,0,0,37,31,6,1,27,0,6,7
50355354,0,,,226,101,125,18,8,10,207,93,114,110,55,55,201,91,110,200,90,110,97,38,59,55,18,37,14,5,9,1,0,1,0,0,0,99,99,28,39,16,10,4,2,0,71,59,12,3,68,0,19,21
50355355,1,,50355356,39,17,22,1,1,0,40,17,23,22,11,11,40,17,23,39,17,22,18,6,12,8,1,7,1,0,1,0,0,0,0,0,0,22,22,12,7,5,0,0,0,0,12,12,0,1,15,0,7,5
50355356,2,50355355,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355359,2,50355339,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355360,0,,,205,109,96,21,12,9,184,97,87,133,73,60,177,94,83,174,92,82,51,24,27,35,17,18,10,7,3,1,0,1,0,0,0,52,51,2,18,11,10,8,0,2,49,35,14,4,32,0,2,9
50355361,0,,,165,79,86,16,8,8,149,71,78,92,48,44,145,70,75,144,69,75,57,23,34,37,11,26,13,5,8,2,0,2,0,0,0,54,54,10,18,6,8,7,3,2,44,29,15,3,43,0,8,6
50355362,0,,,32,14,18,0,0,0,32,14,18,16,8,8,32,14,18,32,14,18,16,6,10,8,2,6,4,1,3,1,0,1,0,0,0,13,13,1,7,3,2,0,0,0,12,10,2,0,9,0,0,3
50355363,1,,50355373,42,27,15,5,5,0,43,25,18,18,11,7,43,25,18,43,25,18,25,14,11,12,6,6,4,1,3,0,0,0,0,0,0,19,19,8,6,5,2,1,0,0,14,12,2,1,18,0,7,3
50355364,0,,,15,7,8,2,1,1,13,6,7,8,4,4,12,5,7,12,5,7,5,2,3,2,0,2,1,0,1,0,0,0,0,0,0,7,7,2,3,1,1,0,0,0,5,5,0,1,5,0,2,0
50355369,2,50355379,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355370,0,,,114,58,56,12,6,6,102,52,50,57,32,25,101,51,50,100,50,50,45,20,25,27,13,14,8,3,5,0,0,0,0,0,0,42,42,8,11,13,5,5,0,0,34,25,9,1,27,0,5,5
50355371,0,,,56,31,25,2,2,0,54,29,25,28,18,10,53,28,25,53,28,25,26,11,15,14,6,8,2,1,1,0,0,0,0,0,0,20,20,2,8,5,2,3,0,0,18,11,7,0,16,0,1,3
50355372,0,,,10,5,5,0,0,0,10,5,5,6,3,3,10,5,5,10,5,5,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,5,5,2,1,2,0,0,0,0,3,3,0,0,3,0,2,1
50355373,2,50355363,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
50355374,0,,,77,37,40,3,2,1,74,35,39,35,17,18,74,35,39,74,35,39,39,18,21,20,6,14,6,2,4,0,0,0,0,0,0,33,33,10,10,8,3,1,1,0,23,16,7,1,29,0,9,5
50355375,0,,,11,6,5,0,0,0,11,6,5,7,5,2,11,6,5,11,6,5,4,1,3,3,1,2,3,1,2,0,0,0,0,0,0,7,7,5,1,0,1,0,0,0,2,2,0,0,3,0,2,1
50355379,1,,50355369,8,1,7,0,0,0,14,4,10,5,1,4,14,4,10,14,4,10,9,3,6,5,1,4,3,1,2,0,0,0,1,0,1,6,6,6,4,0,0,0,0,0,4,4,0,0,7,0,3,2
50355380,0,,,33,17,16,5,3,2,28,14,14,20,10,10,27,14,13,27,14,13,8,4,4,6,3,3,2,1,1,1,1,0,0,0,0,11,11,2,2,3,2,2,0,0,9,7,2,1,5,0,0,1
50355381,1,,50355391,94,43,51,8,2,6,88,42,46,56,27,29,83,39,44,81,38,43,32,15,17,18,8,10,4,1,3,2,0,2,0,0,0,27,27,3,9,3,4,7,1,1,25,15,10,1,19,0,2,5
50355382,0,,,69,38,31,3,2,1,66,36,30,39,21,18,66,36,30,66,36,30,27,15,12,16,9,7,2,1,1,0,0,0,6,2,4,28,28,11,4,6,5,1,0,1,17,11,6,1,17,5,3,4
50355383,0,,,26,13,13,3,1,2,23,12,11,15,9,6,22,12,10,22,12,10,8,3,5,2,1,1,0,0,0,0,0,0,0,0,0,9,9,1,2,3,3,0,0,0,8,7,1,1,5,0,0,1
